PID,area,price,MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config
916403130,2514,250000,60,RL,NA,11170,Pave,NA,IR2,Lvl,AllPub,Corner
527165230,1187,185000,20,RL,NA,7980,Pave,NA,IR1,Lvl,AllPub,Inside
528166090,2452,445000,20,RL,110,15274,Pave,NA,IR1,Lvl,AllPub,Corner
910203090,1200,119000,50,RM,58,8155,Pave,NA,Reg,Lvl,AllPub,Inside
535403190,951,143500,20,RL,62,8010,Pave,NA,Reg,Lvl,AllPub,Inside
902304060,2350,130000,190,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside
527107130,1628,189000,80,RL,60,8400,Pave,NA,Reg,Lvl,AllPub,Inside
911226030,864,65000,70,C (all),60,9000,Grvl,NA,Reg,Bnk,AllPub,Inside
531369020,1512,203000,20,RL,76,10141,Pave,NA,IR1,Lvl,AllPub,Inside
535354100,972,132000,20,RL,50,8000,Pave,NA,Reg,Lvl,AllPub,Inside
902405070,2495,184000,70,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside
902106060,2372,107500,70,RM,60,6600,Pave,NA,Reg,Lvl,AllPub,Corner
907414020,1500,190000,20,RL,63,8487,Pave,NA,Reg,Lvl,AllPub,FR2
535176050,1383,145250,20,RL,80,11600,Pave,NA,Reg,Lvl,AllPub,Inside
908102270,1486,167000,20,RL,75,9937,Pave,NA,Reg,Lvl,AllPub,Corner
534430050,816,129800,30,RL,60,8550,Pave,NA,Reg,Lvl,AllPub,Inside
532353030,1211,144000,20,RL,NA,9240,Pave,NA,IR1,Lvl,AllPub,Inside
534401110,1209,159000,20,RL,90,9900,Pave,NA,Reg,Lvl,AllPub,Corner
902402130,1363,125500,70,RM,60,7740,Pave,NA,Reg,Lvl,AllPub,Inside
905351089,1291,173000,120,RL,NA,2887,Pave,NA,Reg,HLS,AllPub,Inside
534403410,1152,180500,80,RL,NA,14112,Pave,NA,IR1,Lvl,AllPub,Corner
906225180,1440,224500,90,RL,73,9069,Pave,NA,Reg,Lvl,AllPub,Inside
903200080,1576,223500,70,RL,144,21384,Pave,NA,Reg,Lvl,AllPub,Inside
528186050,1577,280000,120,RL,48,7841,Pave,NA,IR1,Lvl,AllPub,Inside
533217050,1252,160000,160,FV,24,2160,Pave,Pave,Reg,Lvl,AllPub,Inside
907194130,1776,192500,60,RL,65,14006,Pave,NA,IR1,Lvl,AllPub,Inside
527110020,1474,168500,80,RL,NA,8530,Pave,NA,IR1,Lvl,AllPub,Inside
905450020,1689,127500,20,RL,73,9855,Pave,NA,Reg,Lvl,AllPub,Corner
528228415,1414,178740,120,RM,NA,3072,Pave,NA,Reg,Lvl,AllPub,Inside
535476110,941,145000,90,RL,75,8604,Pave,NA,IR1,Lvl,AllPub,Inside
528228430,1548,225000,120,RM,NA,3072,Pave,NA,Reg,Lvl,AllPub,Inside
907285100,1995,237000,60,RL,90,11250,Pave,NA,Reg,Lvl,AllPub,Corner
528280130,1792,186500,60,RL,93,10261,Pave,NA,IR1,Lvl,AllPub,Inside
905105200,892,137900,20,RL,65,7800,Pave,NA,Reg,Lvl,AllPub,Inside
905225040,1601,140000,80,RL,85,13825,Pave,NA,Reg,Lvl,AllPub,Inside
535106190,2274,154300,90,RL,80,11600,Pave,NA,Reg,Lvl,AllPub,Corner
534250410,1876,185000,60,RL,76,9120,Pave,NA,Reg,Lvl,AllPub,Inside
527301170,2093,215000,60,RL,46,20544,Pave,NA,IR1,Lvl,AllPub,CulDSac
923229140,1676,196000,20,RL,61,33983,Pave,NA,IR1,Lvl,AllPub,Inside
914474020,1491,209000,20,RL,70,9116,Pave,NA,Reg,Lvl,AllPub,Corner
909275160,1226,153500,20,RL,126,13108,Pave,NA,IR2,HLS,AllPub,Inside
908229020,864,99900,30,RL,56,4060,Pave,NA,Reg,Lvl,AllPub,Corner
911102180,1049,80900,50,C (all),52,5150,Pave,NA,Reg,Lvl,AllPub,Corner
528294070,2291,230000,60,RL,66,8738,Pave,NA,IR1,Lvl,AllPub,Inside
923203140,1189,160500,120,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2
528280230,2054,244000,60,RL,NA,12224,Pave,NA,IR1,Lvl,AllPub,Corner
532476080,2503,300000,60,RL,NA,19522,Pave,NA,IR1,Bnk,AllPub,Inside
527451400,987,89500,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside
535375140,869,89900,20,RL,60,10122,Pave,NA,Reg,Lvl,AllPub,Inside
527450280,987,111000,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside
535451170,1040,90000,90,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside
535350040,936,129000,20,RL,74,5868,Pave,NA,Reg,Lvl,AllPub,Inside
903225150,765,87000,30,RM,50,5000,Pave,NA,Reg,Lvl,AllPub,Inside
528275080,1889,215000,60,RL,NA,8658,Pave,NA,IR1,Lvl,AllPub,Inside
527328020,1032,148000,80,RL,NA,10395,Pave,NA,IR1,Lvl,AllPub,FR2
902402150,1022,85000,30,RM,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside
534479130,1578,133000,50,RL,79,9490,Pave,NA,Reg,Lvl,AllPub,Inside
909455060,1020,200000,120,RM,35,3907,Pave,NA,IR1,Bnk,AllPub,Inside
527404180,874,97500,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside
906392080,1270,175900,20,RL,64,7242,Pave,NA,Reg,Lvl,AllPub,Inside
528172020,1904,275000,60,RL,74,10927,Pave,NA,Reg,Lvl,AllPub,Inside
905477050,1347,107500,190,RL,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside
909177100,2650,160000,90,RH,60,7200,Pave,Pave,Reg,Lvl,AllPub,Inside
533208080,1250,171900,160,FV,35,4017,Pave,Pave,IR1,Lvl,AllPub,Inside
534427090,1095,140000,190,RL,75,10382,Pave,NA,Reg,Lvl,AllPub,Inside
902331010,816,58500,30,C (all),NA,3300,Pave,NA,Reg,Lvl,AllPub,Inside
907280090,1992,211000,60,RL,NA,15295,Pave,NA,IR3,Lvl,AllPub,Corner
533253070,1226,211500,120,RL,61,3782,Pave,NA,IR1,Lvl,AllPub,CulDSac
534277090,1362,140000,20,RL,NA,9450,Pave,NA,IR1,Lvl,AllPub,Corner
909475140,1801,289000,20,RL,100,15602,Pave,NA,IR1,Lvl,AllPub,Inside
534479240,1728,137000,60,RL,79,9462,Pave,NA,Reg,Lvl,AllPub,Inside
905427070,2108,235000,70,RL,120,13728,Pave,NA,Reg,Lvl,AllPub,Corner
535126140,1988,227000,60,RL,90,14670,Pave,NA,Reg,Lvl,AllPub,Inside
909279040,1180,137500,30,RL,80,11600,Pave,NA,Reg,Lvl,AllPub,Inside
902301130,1232,114000,70,RM,35,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside
527404140,872,123000,20,RL,70,8294,Pave,NA,Reg,Lvl,AllPub,Inside
902103090,1657,111500,50,RM,60,5520,Pave,NA,Reg,Lvl,AllPub,Corner
527404020,1180,128000,20,RL,NA,7830,Pave,NA,IR1,Lvl,AllPub,Inside
902300110,1627,139500,190,RM,69,9142,Pave,NA,Reg,Lvl,AllPub,Inside
905480210,1510,108000,70,RL,60,9084,Pave,NA,Reg,Lvl,AllPub,Inside
533253160,1226,170000,120,RL,40,3876,Pave,NA,IR1,Lvl,AllPub,Inside
527108070,1746,377500,20,RL,42,14892,Pave,NA,IR1,HLS,AllPub,CulDSac
528280150,1430,170000,80,RL,76,9967,Pave,NA,IR1,Lvl,AllPub,Inside
527427210,1419,190000,120,RH,26,8773,Pave,NA,IR2,Lvl,AllPub,FR2
533221090,1573,177500,160,FV,NA,2117,Pave,NA,Reg,Lvl,AllPub,Inside
908102030,796,85000,30,RL,67,8777,Pave,NA,Reg,Lvl,AllPub,Inside
528235050,1509,183200,60,RL,NA,7861,Pave,NA,IR1,Lvl,AllPub,Inside
535402270,1040,163000,20,RL,77,11500,Pave,NA,IR1,Lvl,AllPub,Inside
902327040,1652,139000,50,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside
907290020,2097,274300,60,RL,75,9750,Pave,NA,Reg,Lvl,AllPub,Corner
526351010,1329,172000,20,RL,81,14267,Pave,NA,IR1,Lvl,AllPub,Corner
535325450,884,142000,20,RL,85,15428,Pave,NA,Reg,Lvl,AllPub,Inside
528441020,1971,253000,60,RL,75,9675,Pave,NA,Reg,Lvl,AllPub,Inside
909251080,1316,145000,70,RL,66,8969,Pave,NA,Reg,Bnk,AllPub,Inside
527302050,1422,175500,20,RL,78,12090,Pave,NA,IR1,Lvl,AllPub,Inside
909250200,1510,149000,70,RL,69,4899,Pave,NA,Reg,HLS,AllPub,Corner
527403310,1422,155000,20,RL,63,9457,Pave,NA,Reg,Lvl,AllPub,Inside
907125090,965,159000,85,RL,82,11105,Pave,NA,Reg,Lvl,AllPub,Corner
528118090,2790,460000,60,RL,96,12539,Pave,NA,Reg,Lvl,AllPub,Inside
902201130,1183,120000,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside
535105110,1254,158500,80,RL,100,9600,Pave,NA,IR1,Lvl,AllPub,Inside
903425280,1396,153575,70,RL,60,8730,Pave,NA,Reg,Lvl,AllPub,Inside
923276180,816,139000,20,RL,65,11625,Pave,NA,IR1,Lvl,AllPub,Inside
916326010,1707,228000,20,RL,NA,16669,Pave,NA,IR1,Lvl,AllPub,Corner
905107220,1458,165000,20,RL,NA,9535,Pave,NA,IR1,Lvl,AllPub,Inside
534453080,808,112000,20,RL,50,5175,Pave,NA,Reg,Lvl,AllPub,Inside
909455030,1034,185000,120,RM,35,3907,Pave,NA,IR1,HLS,AllPub,Inside
528235190,1598,201490,60,RL,59,9171,Pave,NA,IR1,Lvl,AllPub,Inside
527183030,1228,189000,120,RL,40,4671,Pave,NA,IR1,HLS,AllPub,Inside
914476520,1560,201000,20,RL,129,9196,Pave,NA,IR1,Lvl,AllPub,Inside
528458120,1959,270000,60,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside
528458070,1547,215200,60,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside
527375180,1116,167900,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside
902125080,1605,107400,50,RM,60,5790,Pave,NA,Reg,Lvl,AllPub,Corner
526355170,2223,244000,20,RL,95,13651,Pave,NA,IR1,Lvl,AllPub,Inside
903230100,1301,100000,30,RM,60,6911,Pave,NA,Reg,Lvl,AllPub,FR2
535353160,1544,138000,50,RL,60,14190,Pave,NA,Reg,Lvl,AllPub,Inside
535180100,1080,136000,20,RL,75,9464,Pave,NA,Reg,Lvl,AllPub,Corner
535125010,2207,180000,20,RL,NA,19900,Pave,NA,Reg,Lvl,AllPub,Inside
905107240,1721,180000,20,RL,78,10335,Pave,NA,IR1,Lvl,AllPub,Inside
908226180,774,79000,30,RH,70,4270,Pave,NA,Reg,Bnk,AllPub,Inside
914460020,1392,215000,20,RL,80,10000,Pave,NA,Reg,Lvl,AllPub,Inside
528106070,1652,325000,20,RL,108,13173,Pave,NA,IR1,Lvl,AllPub,Corner
910200040,1517,115000,50,RM,85,8500,Pave,NA,Reg,Lvl,AllPub,Corner
907420040,1396,170000,60,RL,85,11069,Pave,NA,Reg,Lvl,AllPub,Corner
532376090,1696,143900,20,RL,40,13673,Pave,NA,IR1,Lvl,AllPub,CulDSac
534451080,720,72500,20,RL,NA,6627,Pave,NA,IR1,Lvl,AllPub,Corner
903427090,1666,161000,70,RM,NA,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside
531379030,1837,187000,60,RL,70,8304,Pave,NA,IR1,Lvl,AllPub,Inside
533352075,2620,190000,90,RL,NA,18890,Pave,NA,IR1,Lvl,AllPub,Inside
907227030,864,133500,20,RL,36,15523,Pave,NA,IR1,Lvl,AllPub,CulDSac
905100030,1382,148000,20,RL,75,11235,Pave,NA,Reg,Lvl,AllPub,Inside
533253210,1226,206000,120,RL,40,3880,Pave,NA,IR1,Lvl,AllPub,Inside
535425060,1312,186000,20,RL,76,11355,Pave,NA,IR1,Lvl,AllPub,Corner
534201240,1464,141000,60,RL,73,8814,Pave,NA,Reg,Lvl,AllPub,Inside
909100170,864,98000,30,RL,67,5604,Pave,NA,Reg,Lvl,AllPub,Inside
533350050,1842,385000,20,RL,68,50271,Pave,NA,IR1,Low,AllPub,Inside
909101100,1298,122000,50,RL,45,8212,Pave,Grvl,Reg,Lvl,AllPub,Inside
902301120,1928,137000,190,RM,69,9142,Pave,Grvl,Reg,Lvl,AllPub,Inside
909100110,1647,128000,70,RL,66,6858,Pave,NA,Reg,Bnk,AllPub,Corner
533236070,1607,200000,160,FV,24,2645,Pave,Pave,Reg,Lvl,AllPub,Inside
532354150,864,135000,20,RL,75,8100,Pave,NA,Reg,Lvl,AllPub,Inside
905102010,1020,165000,80,RL,65,14149,Pave,NA,IR1,Lvl,AllPub,Inside
911128020,1001,124900,30,C (all),60,6060,Pave,NA,Reg,Lvl,AllPub,Inside
902408080,2554,159500,70,RM,60,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside
905105260,955,127000,20,RL,66,7742,Pave,NA,Reg,Lvl,AllPub,Inside
527110120,1600,169000,60,RL,57,8773,Pave,NA,IR1,HLS,AllPub,Inside
534430110,1008,137000,20,RL,NA,11425,Pave,NA,IR1,Lvl,AllPub,Corner
527165100,1482,163900,80,RL,NA,9125,Pave,NA,IR1,Lvl,AllPub,Inside
527162140,2299,204000,60,RL,60,7500,Pave,NA,Reg,Lvl,AllPub,Inside
916384080,1484,265900,20,RL,64,9037,Pave,NA,IR1,HLS,AllPub,Inside
533252130,1437,218000,20,RL,90,10768,Pave,NA,IR1,Lvl,AllPub,Corner
903476030,1812,140000,190,RM,76,7630,Pave,NA,Reg,Lvl,AllPub,Inside
908128060,1922,198500,85,RL,64,7301,Pave,NA,Reg,Lvl,AllPub,Corner
534252090,999,178400,85,RL,NA,12122,Pave,NA,IR1,Lvl,AllPub,Corner
535181030,1657,163500,20,RL,NA,12155,Pave,NA,IR3,Lvl,AllPub,Inside
902328040,1484,128000,75,RM,35,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside
528178090,2690,370000,60,RL,112,16451,Pave,NA,IR1,Lvl,AllPub,Corner
902201090,1174,135000,50,RM,120,9000,Pave,NA,Reg,Lvl,AllPub,Corner
533212100,1200,151000,160,FV,30,3180,Pave,Pave,Reg,Lvl,AllPub,Inside
533125120,2826,334000,60,RL,105,11025,Pave,NA,Reg,HLS,AllPub,Inside
923252100,816,128500,20,RL,59,6490,Pave,NA,Reg,Lvl,AllPub,Inside
914478110,2048,170000,90,RL,NA,12760,Pave,NA,IR1,Lvl,AllPub,Inside
535101110,1584,119000,90,RL,NA,8917,Pave,NA,IR1,Lvl,AllPub,Inside
907135050,990,146000,20,RL,60,8428,Pave,NA,IR2,Lvl,AllPub,Inside
532353020,980,110000,20,RL,63,9750,Pave,NA,IR1,Lvl,AllPub,Inside
907130060,1200,177500,20,RL,105,11249,Pave,NA,IR2,Lvl,AllPub,Inside
904100170,1640,131000,20,RL,100,21370,Pave,NA,Reg,Lvl,AllPub,FR2
923202105,1430,173500,20,RL,93,10114,Pave,NA,Reg,Lvl,AllPub,Inside
905200010,912,129000,20,RL,NA,8169,Pave,NA,Reg,Lvl,AllPub,Corner
907131120,1796,211000,60,RL,NA,9531,Pave,NA,IR1,Lvl,AllPub,CulDSac
902106070,1296,127500,50,RM,50,6000,Pave,Grvl,Reg,Lvl,AllPub,Inside
534226120,925,117500,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside
535402120,1716,171000,60,RL,70,9247,Pave,NA,IR1,Lvl,AllPub,Inside
904301375,904,61000,30,RL,NA,10020,Pave,NA,IR1,Low,AllPub,Inside
527451540,987,97000,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside
534427040,1252,142000,20,RL,80,10721,Pave,NA,IR1,Lvl,AllPub,Inside
909282060,1609,199500,70,RL,70,12320,Pave,NA,IR1,HLS,AllPub,Inside
902204060,960,135500,190,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside
907405030,1700,200000,20,RL,70,9135,Pave,NA,Reg,Lvl,AllPub,Inside
902401120,2775,325000,75,RM,75,13500,Pave,NA,Reg,Lvl,AllPub,Inside
923204040,1200,173000,85,RL,150,14137,Pave,NA,Reg,Lvl,AllPub,Corner
903227020,1196,128000,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside
907401090,1668,232000,20,RL,48,10635,Pave,NA,IR2,Lvl,AllPub,FR2
534202130,912,147000,20,RL,72,8872,Pave,NA,Reg,Lvl,AllPub,Corner
534401190,1136,140000,20,RL,80,9200,Pave,NA,Reg,Lvl,AllPub,Inside
534477030,2136,137900,20,RL,89,10680,Pave,NA,Reg,Lvl,AllPub,Inside
902110090,1347,143000,20,RM,69,5805,Pave,Grvl,Reg,Bnk,AllPub,Inside
535325320,1540,115000,50,RL,55,7150,Pave,NA,Reg,Lvl,AllPub,Inside
535457020,1377,156500,20,RL,80,8000,Pave,NA,Reg,Lvl,AllPub,Inside
902328100,1690,144000,75,RM,65,8850,Pave,NA,IR1,Bnk,AllPub,Corner
533128090,1624,262000,20,RL,89,12461,Pave,NA,Reg,Lvl,AllPub,Corner
528110020,2674,610000,20,RL,105,13693,Pave,NA,Reg,Lvl,AllPub,Inside
907135040,1097,145000,20,RL,112,10859,Pave,NA,Reg,Lvl,AllPub,Corner
905202210,1000,164000,20,RL,87,13050,Pave,NA,Reg,Low,AllPub,Inside
902109160,1740,122250,50,RM,81,7308,Pave,NA,Reg,Lvl,AllPub,Corner
533212110,1223,147400,160,FV,24,2544,Pave,Pave,Reg,Lvl,AllPub,Inside
910205120,1107,110000,50,RM,50,9140,Pave,NA,Reg,HLS,AllPub,Inside
535451210,1040,109900,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside
531479020,784,76000,45,RH,60,9000,Pave,NA,Reg,Lvl,AllPub,Corner
535105030,1144,139950,20,RL,75,7875,Pave,NA,Reg,Lvl,AllPub,Inside
527164090,1481,174000,60,RL,65,8125,Pave,NA,Reg,Lvl,AllPub,Inside
535477090,1117,136870,20,RL,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside
908228040,1221,104900,50,RL,60,9738,Pave,NA,Reg,Lvl,AllPub,Inside
905103110,1040,123000,20,RL,NA,11677,Pave,NA,IR1,Lvl,AllPub,Inside
528120170,1531,300000,20,RL,77,10872,Pave,NA,IR1,Lvl,AllPub,Inside
923201100,1008,139500,20,RL,75,12518,Pave,NA,IR1,Lvl,AllPub,Inside
527358060,1484,175000,20,RL,70,12243,Pave,NA,IR1,Lvl,AllPub,Inside
527353060,2673,249000,60,RL,NA,12388,Pave,NA,IR1,Lvl,AllPub,Inside
902401130,1482,143000,70,RM,50,9000,Pave,NA,Reg,Lvl,AllPub,Inside
534451120,869,85500,30,RL,51,5900,Pave,NA,IR1,Bnk,AllPub,Inside
528106020,2402,555000,20,RL,105,15431,Pave,NA,Reg,Lvl,AllPub,Inside
534425080,1429,181900,20,RL,NA,14585,Pave,NA,IR1,Lvl,AllPub,CulDSac
907203060,882,112500,20,RL,70,7700,Pave,NA,Reg,Lvl,AllPub,Corner
905101490,1121,139000,20,RL,80,8816,Pave,NA,Reg,Lvl,AllPub,Corner
534476100,1216,135000,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside
903235100,520,68500,30,RM,60,6324,Pave,NA,IR1,Lvl,AllPub,Inside
903429080,1826,155000,70,RM,50,2500,Pave,Pave,Reg,Lvl,AllPub,Corner
532354090,1155,148000,85,RL,88,11782,Pave,NA,IR1,Lvl,AllPub,Inside
532378200,912,142000,20,RL,65,6768,Pave,NA,IR1,Lvl,AllPub,Inside
527190220,1742,275000,120,RL,NA,6563,Pave,NA,IR1,Low,AllPub,CulDSac
905300020,904,144000,80,RL,NA,10200,Pave,NA,Reg,Lvl,AllPub,Inside
534278070,1728,177625,20,RL,NA,13495,Pave,NA,IR1,Lvl,AllPub,Corner
902101050,1668,135000,50,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside
909451020,1032,116500,160,RM,24,1879,Pave,NA,Reg,Lvl,AllPub,CulDSac
923226150,1652,146500,90,RL,NA,11836,Pave,NA,IR1,Lvl,AllPub,Corner
902102060,1539,157500,70,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside
905107110,1373,160250,90,RL,NA,7424,Pave,NA,IR1,Lvl,AllPub,Inside
907181090,1749,196000,60,RL,68,9272,Pave,NA,IR1,Lvl,AllPub,Inside
535178100,1370,148000,80,RL,125,10000,Pave,NA,Reg,Lvl,AllPub,Corner
528250070,1948,211000,60,RL,63,7875,Pave,NA,Reg,Lvl,AllPub,Inside
907250050,2000,305900,20,RL,80,10386,Pave,NA,Reg,Lvl,AllPub,Inside
535152060,1056,139000,20,RL,70,8176,Pave,NA,Reg,Lvl,AllPub,Inside
535354070,1200,129900,20,RL,60,9600,Pave,NA,Reg,Lvl,AllPub,Inside
535104120,1453,187500,20,RL,92,10573,Pave,NA,IR1,Lvl,AllPub,Corner
902102080,1230,110000,50,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner
904100030,1422,137500,50,RL,82,12375,Pave,NA,Reg,Lvl,AllPub,Inside
527403040,1026,156000,20,RL,61,7930,Pave,NA,Reg,Lvl,AllPub,Inside
902100030,764,73000,30,RM,30,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside
906403060,1873,207000,60,RL,NA,8883,Pave,NA,IR1,Lvl,AllPub,Inside
905201090,1437,168000,20,RL,NA,14175,Pave,NA,Reg,Bnk,AllPub,Corner
533212120,1223,149900,160,FV,24,2544,Pave,Pave,Reg,Lvl,AllPub,Inside
528280180,1892,226750,60,RL,71,8220,Pave,NA,IR1,Lvl,AllPub,Inside
533253090,1226,190000,120,RL,40,3874,Pave,NA,IR1,Lvl,AllPub,Inside
535457070,1150,146000,20,RL,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside
923225390,945,119500,120,RM,31,2394,Pave,NA,Reg,Low,AllPub,Inside
528228285,1145,160000,120,RL,43,3203,Pave,NA,Reg,Lvl,AllPub,Inside
527301080,1440,182900,20,RL,NA,12546,Pave,NA,IR1,Lvl,AllPub,Corner
903427120,1768,155000,70,RM,57,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside
907201230,1282,174000,80,RL,42,10385,Pave,NA,IR1,Lvl,AllPub,CulDSac
527451640,987,118000,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside
906223040,1958,220000,60,RL,75,9317,Pave,NA,Reg,Lvl,AllPub,Inside
902300260,1450,132000,75,RM,53,5350,Pave,NA,Reg,Lvl,AllPub,Corner
907412090,1234,179900,20,RL,85,11049,Pave,NA,Reg,Lvl,AllPub,Corner
527105060,1525,183500,60,RL,60,8238,Pave,NA,IR1,Lvl,AllPub,Inside
914453045,2032,300000,20,RL,NA,23730,Pave,NA,IR2,Lvl,AllPub,Inside
909451100,1229,137000,160,RM,24,1488,Pave,NA,Reg,Lvl,AllPub,Inside
535327200,928,132000,20,RL,70,13300,Pave,NA,Reg,Lvl,AllPub,Inside
533215040,1419,290000,120,FV,42,4385,Pave,NA,IR1,Lvl,AllPub,Inside
528175050,1358,212500,120,RL,80,10307,Pave,NA,IR1,Lvl,AllPub,Inside
533212010,1200,151000,160,FV,30,3182,Pave,Pave,Reg,Lvl,AllPub,Inside
904302260,1392,100000,190,RL,60,9900,Pave,NA,Reg,Lvl,AllPub,Inside
527425110,864,130000,20,RL,60,9000,Pave,NA,Reg,Lvl,AllPub,FR2
907194010,1840,230000,60,RL,79,12420,Pave,NA,Reg,Lvl,AllPub,Inside
527216070,3279,538000,60,RL,47,53504,Pave,NA,IR2,HLS,AllPub,CulDSac
528327060,2633,466500,20,RL,NA,11400,Pave,NA,Reg,Lvl,AllPub,Inside
535155110,1056,139400,20,RL,80,9250,Pave,NA,Reg,Lvl,AllPub,Corner
528363050,2063,315000,20,RL,NA,10750,Pave,NA,IR1,Lvl,AllPub,CulDSac
535402230,1207,147000,20,RL,77,9510,Pave,NA,Reg,Lvl,AllPub,Inside
528290010,1490,184000,60,RL,60,15384,Pave,NA,IR1,Lvl,AllPub,Inside
528231020,1374,184500,80,RL,67,13300,Pave,NA,IR1,Lvl,AllPub,Inside
905377050,1242,109900,20,RL,84,17808,Pave,NA,Reg,Lvl,AllPub,Inside
902325160,1440,79000,50,RM,63,5000,Pave,NA,Reg,Lvl,AllPub,Corner
908188130,1709,130000,160,RM,24,2522,Pave,NA,Reg,Lvl,AllPub,Inside
527107040,1572,168000,60,RL,NA,10364,Pave,NA,IR1,Lvl,AllPub,Inside
902401010,1111,116900,50,RM,NA,5700,Pave,NA,Reg,Lvl,AllPub,Inside
907201220,907,140000,20,RL,NA,16269,Pave,NA,IR1,Lvl,AllPub,CulDSac
527356060,1552,179900,60,RL,85,11475,Pave,NA,Reg,Lvl,AllPub,Inside
528186090,1561,277500,120,RL,60,7313,Pave,NA,Reg,Lvl,AllPub,Inside
905202230,1252,235000,20,RL,NA,13500,Pave,NA,Reg,Lvl,AllPub,Inside
909254090,1426,189950,50,RL,55,7642,Pave,NA,Reg,Lvl,AllPub,Corner
535305120,1575,155000,20,RL,75,10170,Pave,NA,Reg,Lvl,AllPub,Corner
535181140,1411,130000,20,RL,70,12198,Pave,NA,IR1,Lvl,AllPub,Inside
528441080,1694,307000,20,RL,75,10084,Pave,NA,Reg,Lvl,AllPub,Inside
535301160,1560,128600,90,RL,70,8078,Pave,NA,Reg,Lvl,AllPub,Inside
907125040,1022,139500,20,RL,NA,14217,Pave,NA,IR2,Lvl,AllPub,CulDSac
527452290,1387,145000,20,RL,65,7514,Pave,NA,Reg,Lvl,AllPub,Inside
905202090,1067,128000,20,RL,60,9600,Pave,NA,Reg,Lvl,AllPub,Inside
535380110,672,86900,30,RL,60,5400,Pave,NA,Reg,Lvl,AllPub,Corner
903228040,1497,157000,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside
909475040,2365,315000,20,RL,NA,17597,Pave,NA,Reg,Bnk,AllPub,Inside
528365080,2197,287500,60,RL,91,10010,Pave,NA,Reg,Lvl,AllPub,Inside
903228070,1142,93000,50,RM,60,6000,Pave,NA,Reg,Lvl,AllPub,Corner
907180120,1588,214000,20,RL,78,10264,Pave,NA,IR1,Lvl,AllPub,Inside
528164060,2470,615000,20,RL,106,12720,Pave,NA,Reg,HLS,AllPub,Inside
528275060,1664,172400,60,RL,NA,8121,Pave,NA,IR1,Lvl,AllPub,Inside
528429110,1464,282922,20,RL,49,15256,Pave,NA,IR1,Lvl,AllPub,CulDSac
535425040,1773,183000,20,RL,80,10800,Pave,NA,Reg,Lvl,AllPub,Inside
535403150,1194,159500,20,RL,79,8910,Pave,NA,Reg,Lvl,AllPub,Corner
905106140,1352,158000,60,RL,80,9364,Pave,NA,Reg,Lvl,AllPub,Corner
905101450,1068,154500,20,RL,70,8414,Pave,NA,Reg,Lvl,AllPub,Inside
528188160,1405,200000,120,RL,48,3242,Pave,NA,Reg,Lvl,AllPub,Inside
528186030,1518,274000,120,RL,62,12677,Pave,NA,IR1,Lvl,AllPub,Inside
535476360,1851,187000,60,RL,80,9760,Pave,NA,Reg,Lvl,AllPub,Inside
534128100,1395,162000,60,RL,NA,12936,Pave,NA,IR1,Lvl,AllPub,CulDSac
909428340,1488,215000,20,RL,NA,21579,Pave,NA,IR1,Lvl,AllPub,CulDSac
914452120,912,156000,85,RL,NA,7540,Pave,NA,IR1,Lvl,AllPub,CulDSac
533221110,1512,177000,160,FV,NA,2980,Pave,NA,Reg,Lvl,AllPub,Corner
